PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0335132,ARROWHEAD LODGE VISITOR,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0253030,ARROWHEAD LOUNGE,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0121050,ARROWHEAD MHP,Reports,EL PASO,A,Community,Groundwater,No,135,54,No Recent Activity
CO0208240,ARROWHEAD POINT,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,204,85,No Recent Activity
CO0101005,ARROWHEAD WATER USERS ASSOC,Reports,ADAMS,I,Non-Public,Groundwater,No,0,130,No Recent Activity
CO0139157,ARTESIAN WATER SERVICE FLECK HAULER,Reports,MESA,I,"Transient, Non-Community",Purchased Surface Water,"YES  ",80,100,No Recent Activity
CO0139156,ARTESIAN WATER SERVICES REDD HAULER,Reports,MESA,I,Non-Public,Groundwater,"YES  ",0,15,No Recent Activity
CO0136121,ARTS WATER SERVICE,Reports,LAS ANIMAS,I,Community,Purchased Surface Water,No,250,1,No Recent Activity
CO0130001,ARVADA CITY OF,Reports,JEFFERSON,A,Community,Surface Water,No,146743,39327,No Recent Activity
CO0233100,ASARCO JOINT VENTURE,Reports,LAKE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0223100,ASCENDIGO CAMPGROUND,Reports,GARFIELD,I,Non-Public,Groundwater,No,1,6,No Recent Activity
CO0201102,ASCENT DRIVE RESORT,Reports,ADAMS,P,Non-Public,Groundwater,No,1,1,No Recent Activity
CO0123123,ASGARD SUBDIVISION WA,Reports,GARFIELD,A,Community,Groundwater,No,80,21,Open Order
CO0247125,ASHRAM OF THE ALMIGHTY,Reports,PARK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0119452,ASPEN BASALT CG,Reports,EAGLE,I,Community,Groundwater,No,150,81,No Recent Activity
CO0119124,ASPEN BASALT MHP,Reports,EAGLE,A,Community,Groundwater,No,150,17,No Recent Activity
CO0249132,ASPEN CAMP FOR THE DEAF,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,25,1,No Recent Activity
CO0329322,ASPEN CAMPGROUND,Reports,JACKSON,A,Non-Public,Groundwater,No,11,1,No Recent Activity
CO0347050,ASPEN CAMPGROUND,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,72,1,No Recent Activity
CO0225125,ASPEN CANYON GUEST RANCH,Reports,GRAND,I,"Transient, Non-Community",Groundwater UDI Surface Water,No,35,3,No Recent Activity
CO0149122,ASPEN CITY OF,Reports,PITKIN,A,Community,Surface Water,No,31100,3875,No Recent Activity
CO0260130,ASPEN COL WEDDING VENUE,Reports,TELLER,P,Non-Public,null,No,0,null,No Recent Activity
CO0123152,ASPEN EQUESTRIAN BLUE CREEK RANCH,Reports,GARFIELD,A,Community,Groundwater UDI Surface Water,No,300,91,No Recent Activity
CO0353050,ASPEN GLADE CG,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,34,1,No Recent Activity
CO0335220,ASPEN GLEN CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,64,1,No Recent Activity
CO0335123,ASPEN GLEN CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,250,15,No Recent Activity
CO0121123,ASPEN GROVE MOBILE HOME PARK,Reports,EL PASO,A,Community,Purchased Surface Water,No,105,41,No Recent Activity
CO0121124,ASPEN HOMES MHC,Reports,EL PASO,P,Community,null,No,37,20,No Recent Activity
CO0108123,ASPEN LEAF COURT,Reports,CHAFFEE,P,Community,null,No,52,20,No Recent Activity
CO0226176,ASPEN LEAF RANCH,Reports,GUNNISON,P,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0119125,ASPEN MESA ESTATES,Reports,EAGLE,A,Community,Groundwater,No,225,102,No Recent Activity
CO0135123,ASPEN MHP,Reports,LARIMER,P,Non-Public,null,No,84,34,No Recent Activity
CO0219123,ASPEN MTN VIEW SUBD,Reports,EAGLE,A,Community,Groundwater,No,150,78,Closed Order Within Last 3 Years
CO0230122,ASPEN PARK COMMUNITY CENTER,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,27,1,No Recent Activity
CO0230018,ASPEN PARK HOT DOG LLC THE,Reports,JEFFERSON,I,Non-Public,Groundwater UDI Surface Water,No,0,2,No Recent Activity
CO0230036,ASPEN PARK MD,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,1800,9,No Recent Activity
CO0230205,ASPEN PARK MONTESSORI,Reports,JEFFERSON,A,Non-Public,Groundwater,No,17,1,No Recent Activity
CO0230123,ASPEN PARK TERRACE,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,50,5,No Recent Activity
CO0230090,ASPEN PARK VILLAGE CTR,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,360,3,No Recent Activity
CO0230124,ASPEN PEAK CELLARS AT CLIFTON HOUSE INN,Reports,JEFFERSON,I,"Transient, Non-Community",Groundwater,No,34,1,No Recent Activity
CO0253510,ASPEN RIDGE,Reports,RIO GRANDE,A,Non-Public,Groundwater,No,22,10,No Recent Activity
CO0135122,ASPEN RIDGE MHC,Reports,LARIMER,A,Community,Purchased Surface Water,No,302,108,No Recent Activity
CO0253123,ASPEN RIDGE RV PARK,Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,74,46,No Recent Activity
CO0249126,ASPEN SKI CO CAFE WEST,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,35,1,No Recent Activity
CO0249127,ASPEN SKI CO CLIFF HOUSE,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,1002,6,No Recent Activity
CO0249125,ASPEN SKI CO INACTIVE,Reports,PITKIN,I,"Transient, Non-Community",Groundwater,No,941,5,No Recent Activity
CO0249123,ASPEN SKI CO SUNDECK,Reports,PITKIN,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,1801,7,No Recent Activity
CO0249131,ASPEN SKI CORP ELK CAMP,Reports,PITKIN,A,"Transient, Non-Community",Surface Water,No,1380,2,No Recent Activity
CO0249129,ASPEN SKI CORP GARRETT GULCH,Reports,PITKIN,A,"Transient, Non-Community",Surface Water,No,2630,1,No Recent Activity
CO0249130,ASPEN SKI CORP HI ALPINE L9,Reports,PITKIN,A,"Transient, Non-Community",Surface Water,No,2900,1,No Recent Activity
CO0249124,ASPEN SKI CORP RUTHIES,Reports,PITKIN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0249128,ASPEN SKI CORP TIEHACK REST,Reports,PITKIN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0104121,ASPEN SPRINGS MD,Reports,ARCHULETA,A,Community,Groundwater,No,290,1,No Recent Activity
CO0116122,ASPEN TERRACE MOBILE PARK,Reports,DENVER,A,Community,Purchased Surface Water,No,200,73,No Recent Activity
CO0134124,ASPEN TRAILS MD,Reports,LA PLATA,P,Non-Public,Groundwater,No,250,100,No Recent Activity
CO0149124,ASPEN VALLEY RANCH HOA,Reports,PITKIN,A,Non-Public,null,No,16,12,No Recent Activity
CO0149123,ASPEN VILLAGE MD,Reports,PITKIN,A,Community,Groundwater UDI Surface Water,No,300,149,Closed Order Within Last 3 Years
CO0216003,ATANDT,Reports,DENVER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0234124,ATKINSON FAMILY PARTNERSHIP WATER,Reports,LA PLATA,A,Non-Public,Groundwater,No,19,1,No Recent Activity
CO0238008,ATWOOD SINCLAIR,Reports,LOGAN,A,"Transient, Non-Community",Groundwater,No,60,1,No Recent Activity
CO0162125,AULT TOWN OF,Reports,WELD,A,Community,Purchased Surface Water,No,4220,1034,No Recent Activity
CO0203003,AURORA AIRPARK,Reports,ARAPAHOE,I,Non-Public,Groundwater,No,10,4,No Recent Activity
CO0103005,AURORA CITY OF,Reports,ARAPAHOE,A,Community,Surface Water,No,487365,91912,No Recent Activity
CO0262125,AURORA DAIRY,Reports,WELD,I,Non-Public,null,No,0,null,No Recent Activity
CO0101010,AURORA MHP,Reports,ADAMS,I,Non-Public,Groundwater,No,0,46,No Recent Activity
CO0203024,AURORA RESERVOIR MARINA VLG,Reports,ARAPAHOE,I,Non-Public,Groundwater,No,0,4,No Recent Activity
CO0208128,AVA RAFTING GRANITE OUTPOST WATER,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,170,9,No Recent Activity
CO0104392,AVAILABLE PWS ID,Reports,ARCHULETA,I,Non-Public,null,No,0,null,No Recent Activity
CO0220505,AVAILABLE PWS ID,Reports,ELBERT,I,Non-Public,null,No,0,null,No Recent Activity
CO0253138,AVAILABLE PWS ID,Reports,null,P,Non-Public,null,No,1,1,No Recent Activity
CO0159551,AVAILABLE PWS ID,Reports,SUMMIT,P,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0234724,AVAILABLE PWS ID,Reports,null,I,Non-Public,null,No,0,null,No Recent Activity
CO0249134,AVALANCHE ASSOC,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,59,1,No Recent Activity
CO0349125,AVALANCHE CAMPGROUND,Reports,PITKIN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0249135,AVALANCHE RANCH,Reports,PITKIN,I,Non-Public,null,No,0,null,No Recent Activity
CO0160125,AVALANCHE WATER HAULER,Reports,TELLER,I,Non-Public,Purchased Surface Water,No,0,15,No Recent Activity
CO0230125,AVENDANO INSTALLATIONS,Reports,JEFFERSON,P,Non-Public,null,No,0,null,No Recent Activity
CO0101126,AVILLA EASTLAKE,Reports,ADAMS,A,Community,Purchased Surface Water,No,410,245,No Recent Activity
CO0119126,AVON TOWN OF,Reports,EAGLE,I,Non-Public,Purchased Surface Water,No,0,272,No Recent Activity
CO0151050,AVONDALE WSD,Reports,PUEBLO,A,Community,Groundwater,No,1615,484,No Recent Activity
CO0162130,B AND B MOBILE AND RV,Reports,WELD,P,Non-Public,null,No,52,21,No Recent Activity
CO0134060,B AND C MOBILE HOME APARTMENTS,Reports,LA PLATA,I,Non-Public,Groundwater,No,0,10,No Recent Activity
CO0105134,BACA GRANDE,Reports,BACA,P,Non-Public,null,No,16,53,No Recent Activity
CO0255200,BACA GRANDE CHALET,Reports,SAGUACHE,I,Non-Public,Groundwater,No,0,95,No Recent Activity
CO0155200,BACA GRANDE WSD,Reports,SAGUACHE,A,Community,Groundwater,No,2006,848,No Recent Activity
CO0155300,BACA GRANDE WSD MHE,Reports,SAGUACHE,I,Community,Groundwater,No,115,53,No Recent Activity
CO0246133,BACHELOR SYRACUSE MINE TOUR,Reports,OURAY,I,Non-Public,Groundwater,No,12,1,No Recent Activity
CO0208137,BADFISH SUP,Reports,CHAFFEE,I,Non-Public,Groundwater,No,1,1,No Recent Activity
CO0247133,BADGER BASIN COUNTRY STORE,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,202,1,No Recent Activity
CO0230131,BADGER CONTRACTORS LLC,Reports,JEFFERSON,P,Non-Public,null,No,0,null,No Recent Activity
CO0203134,BAFB1610,Reports,ARAPAHOE,I,"Non-Transient, Non-Community",Groundwater,No,25,2,No Recent Activity
CO0247135,BAILEY LIBRARY,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,82,1,No Recent Activity
CO0247134,BAILEY LOAF AND JUG 97,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,258,1,No Recent Activity
CO0147133,BAILEY MOBILE HOME PARK,Reports,PARK,P,Non-Public,null,No,19,18,No Recent Activity
CO0147010,BAILEY WSD,Reports,PARK,A,Community,Surface Water,No,483,113,No Recent Activity
CO0207133,BALARAT OUTDOOR LABORATORY,Reports,BOULDER,A,"Transient, Non-Community",Groundwater,No,38,4,No Recent Activity
CO0135134,BALD MOUNTAIN WA,Reports,LARIMER,I,Non-Public,Surface Water,No,0,18,No Recent Activity
CO0330100,BALDY CAMPGROUND,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0233200,BALL TOWN LOUNGE,Reports,LAKE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201154,BALLARD EQUESTRIAN,Reports,ADAMS,I,Non-Public,Purchased Surface Water,No,11,2,No Recent Activity
CO0263141,BALLYNEAL GOLF LTD,Reports,YUMA,A,"Transient, Non-Community",Groundwater,No,70,5,No Recent Activity
CO0130133,BANCROFT  CLOVER WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,44000,8818,No Recent Activity
CO0230120,BANDIMERE SPEEDWAY,Reports,JEFFERSON,I,Non-Public,Groundwater,No,1530,7,No Recent Activity
CO0107133,BANECKS FAMILY PARK,Reports,BOULDER,P,Non-Public,null,No,130,53,No Recent Activity
CO0242133,BANES CUSTOM PACK,Reports,MONTEZUMA,A,Non-Public,Groundwater,No,14,2,No Recent Activity
CO0234040,BAR D CHUCKWAGON,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,550,5,No Recent Activity
CO0225135,BAR LAZY J GUEST RANCH,Reports,GRAND,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,45,23,No Recent Activity
CO0201005,BARBERS POULTRY INC,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221030,BARKERS,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0215134,BARN AT HAWK RANCH,Reports,DELTA,P,Non-Public,null,No,0,null,No Recent Activity
CO0225133,BARN STORE NO8 GRANBY,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0221031,BARR CAMP INC,Reports,EL PASO,I,Non-Public,null,No,0,1,No Recent Activity
CO0201006,BARR LAKE RVP,Reports,ADAMS,A,Community,Groundwater,No,204,106,No Recent Activity
CO0201008,BARR LAKE STATE PARK,Reports,ADAMS,A,"Transient, Non-Community",Groundwater,No,609,4,No Recent Activity
CO0222900,BARRYS DEN AT TEXAS CREEK JUNCTION,Reports,FREMONT,A,Non-Public,Groundwater,No,67,2,No Recent Activity
CO0119134,BASALT TOWN OF,Reports,EAGLE,A,Community,Groundwater UDI Surface Water,No,2357,943,No Recent Activity
CO0224452,BASE CAMP AT GOLDEN GATE CANYON,Reports,GILPIN,A,"Transient, Non-Community",Groundwater,No,302,1,No Recent Activity
CO0202133,BASE CAMP FAMILY CAMPGROUND,Reports,ALAMOSA,A,"Transient, Non-Community",Groundwater,No,35,16,No Recent Activity
CO0107135,BASELINE WD,Reports,BOULDER,A,Community,Purchased Surface Water,No,820,137,No Recent Activity
CO0235343,BASIL AT THE ONE EIGHTY ONE,Reports,LARIMER,I,"Transient, Non-Community",Groundwater,No,53,1,No Recent Activity
CO0235315,BASS RANCHES,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,90,18,No Recent Activity
CO0208133,BASSAM CABIN,Reports,CHAFFEE,A,Non-Public,Groundwater,No,4,1,No Recent Activity
CO0308134,BASSAM GUARD STATION,Reports,CHAFFEE,A,Non-Public,Groundwater,No,6,1,No Recent Activity
CO0242135,BATTLE ROCK CHARTER SCHOOL,Reports,MONTEZUMA,I,"Non-Transient, Non-Community",Groundwater,No,95,5,No Recent Activity
CO0123133,BATTLEMENT MESA MD,Reports,GARFIELD,A,Community,Surface Water,No,4100,1450,No Recent Activity
CO0151400,BAXTER WATER AND SERVICES,Reports,PUEBLO,A,Community,Groundwater,No,350,176,Closed Order Within Last 3 Years
CO0136133,BAYES BAYES AND SALAZAR ASSOCIATION,Reports,LAS ANIMAS,A,Non-Public,Purchased Surface Water,No,7,3,No Recent Activity
CO0134134,BAYFIELD MOBILE HOME PARK,Reports,LA PLATA,A,Community,Purchased Surface Water,No,96,37,No Recent Activity
CO0134030,BAYFIELD TOWN OF,Reports,LA PLATA,A,Community,Surface Water,No,2300,1200,No Recent Activity
CO0247002,BAYOU SALADO TRADING POST,Reports,PARK,I,Non-Public,Groundwater UDI Surface Water,No,0,1,No Recent Activity
CO0263057,BD FOSTER GROVE CG HAND PUMP,Reports,YUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0263059,BD SHOP AND RESIDENCE,Reports,YUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0128138,BEACH MOUNTAIN ESTATES,Reports,HUERFANO,P,Non-Public,null,No,21,11,No Recent Activity
CO0143138,BEACHES TRAILER PARK,Reports,MONTROSE,P,Community,Purchased Surface Water,No,26,19,No Recent Activity
CO0203004,BEACON COUNTRY DAY SCHOOL,Reports,ARAPAHOE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230021,BEAR CREEK CABINS,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,30,8,No Recent Activity
CO0230140,BEAR CREEK LAKE PARK,Reports,JEFFERSON,A,"Transient, Non-Community",Surface Water,No,1250,35,No Recent Activity
CO0230141,BEAR CREEK LAKE PARK BEAR CREEK,Reports,JEFFERSON,I,Non-Public,Surface Water,No,0,10,No Recent Activity
CO0230138,BEAR CREEK LAKE PARK MARINA,Reports,JEFFERSON,I,Non-Public,null,No,0,1,No Recent Activity
CO0230137,BEAR CREEK LAKE PARK SWIM BEACH,Reports,JEFFERSON,I,Non-Public,null,No,0,1,No Recent Activity
CO0230136,BEAR CREEK LAKE PARK VISITOR CENTER,Reports,JEFFERSON,I,Non-Public,null,No,0,1,No Recent Activity
CO0214142,BEAR CREEK LOA,Reports,CONEJOS,A,Community,Groundwater UDI Surface Water,No,190,94,No Recent Activity
CO0103138,BEAR CREEK VILLAGE,Reports,ARAPAHOE,P,Non-Public,null,No,307,125,No Recent Activity
CO0130138,BEAR CREEK WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,30000,3089,No Recent Activity
CO0335138,BEAR LAKE,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,250,1,No Recent Activity
CO0352002,BEAR LAKE CAMPGROUND,Reports,GARFIELD,A,"Transient, Non-Community",Groundwater,No,50,4,No Recent Activity
CO0328070,BEAR LAKE CG 4747,Reports,HUERFANO,A,"Transient, Non-Community",Groundwater,No,84,1,No Recent Activity
CO0234080,BEAR RANCH LLC,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,67,19,No Recent Activity
CO0221040,BEAR TRAP RANCH,Reports,EL PASO,A,"Transient, Non-Community",Surface Water,No,103,12,No Recent Activity
CO0210100,BEARLY TAWL DAY CARE,Reports,CLEAR CREEK,A,"Non-Transient, Non-Community",Groundwater,No,48,1,No Recent Activity
CO0230017,BEARS INN BED AND BREAKFAST,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,32,5,No Recent Activity
CO0253060,BEAVER CREEK YOUTH CAMP,Reports,RIO GRANDE,A,Non-Public,Groundwater,No,23,5,No Recent Activity
CO0326140,BEAVER LAKE CAMPGROUND,Reports,GUNNISON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0235138,BEAVER MEADOWS RESORT,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,202,10,No Recent Activity
CO0153136,BEAVER MTN ESTATES,Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,86,25,No Recent Activity
CO0243138,BEDROCK STORE,Reports,MONTROSE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0162485,BEEBE DRAW WSD,Reports,WELD,I,Non-Public,Groundwater,No,0,494,No Recent Activity
CO0135136,BEECH HILLS WA,Reports,LARIMER,I,Non-Public,Groundwater,No,0,13,No Recent Activity
CO0263002,BEECHER CHURCH,Reports,YUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0263001,BEECHER ISLAND BATTLE MEMORIAL,Reports,YUMA,A,Non-Public,Groundwater UDI Surface Water,No,30,3,No Recent Activity
CO0145030,BEEHIVE WC NO1,Reports,OTERO,A,Community,Groundwater,No,154,87,Open Order
CO0125138,BEHREL MOBILE HOME PARK,Reports,GRAND,P,Non-Public,null,No,26,10,No Recent Activity
CO0225138,BELL CREST RESORT,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230005,BELL RANCH SALVATION ARMY,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0162138,BELLA VISTA,Reports,WELD,A,Community,Purchased Surface Water,No,131,52,No Recent Activity
CO0335139,BELLAINE DAY USE AREA,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335222,BELLAIRE LAKE CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,256,16,No Recent Activity
CO0101015,BELLEVIEW CHRISTIAN COLLEGE,Reports,ADAMS,A,Community,Groundwater,No,460,26,No Recent Activity
CO0119139,BELLYACHE RIDGE MD,Reports,EAGLE,A,Community,Groundwater,No,257,67,No Recent Activity
CO0235139,BEN DELATOUR BOY SCOUT CAMP,Reports,LARIMER,A,"Transient, Non-Community",Surface Water,No,345,47,No Recent Activity
CO0107138,BENCHMARK WSD,Reports,BOULDER,I,Non-Public,Groundwater,No,0,12,No Recent Activity
CO0135140,BENDER MOBILE HOME PARK,Reports,LARIMER,I,Non-Public,null,No,0,null,No Recent Activity
CO0221138,BENET HILL MONASTERY,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,123,6,No Recent Activity
CO0130139,BENNETT BEAR CREEK FARMS WSD,Reports,JEFFERSON,I,Non-Public,Purchased Surface Water,No,0,203,No Recent Activity
CO0101020,BENNETT TOWN OF,Reports,ADAMS,A,Community,Groundwater,No,4400,2371,No Recent Activity
CO0203138,BENNETT TRAVEL SHOPPE,Reports,ARAPAHOE,I,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0106050,BENT COUNTY CORRECTIONAL FACILITY,Reports,BENT,I,Non-Public,Purchased Surface Water,No,0,105,No Recent Activity
CO0106100,BENT COUNTY MEMORIAL NURSING HOME,Reports,BENT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0239139,BENT PICKLE PRODUCE AND DINER,Reports,MESA,I,Non-Public,null,No,0,1,No Recent Activity
CO0206200,BENTS FORT INN,Reports,BENT,I,"Transient, Non-Community",Groundwater,No,100,1,No Recent Activity
CO0145060,BENTS FORT WC,Reports,OTERO,A,Community,Purchased Groundwater,No,900,360,No Recent Activity
CO0245100,BENTS OLD FORT N H S,Reports,OTERO,I,"Transient, Non-Community",Purchased Groundwater,No,315,4,No Recent Activity
CO0101138,BERKELEY VILLAGE MOBILE HOME PARK,Reports,ADAMS,I,Community,Purchased Surface Water,No,1033,391,No Recent Activity
CO0116140,BERKELEY WSD,Reports,ADAMS,I,Non-Public,Purchased Surface Water,No,0,1317,No Recent Activity
CO0234595,BERLINER RESTAURANT,Reports,LA PLATA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0210002,BERTHOUD FALLS INN,Reports,CLEAR CREEK,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0210139,BERTHOUD PASS LODGE SKI AREA,Reports,CLEAR CREEK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0210003,BERTHOUD PASS SKI AREA,Reports,CLEAR CREEK,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0135138,BERTHOUD TOWN OF,Reports,LARIMER,A,Community,Surface Water,No,14211,5494,No Recent Activity
CO0253090,BERWICKS COFFEE SHOP,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225139,BEST VU MOTEL AND TP,Reports,GRAND,A,Non-Public,Groundwater,No,17,12,No Recent Activity
CO0207140,BESTOP MFG COMPANY,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201009,BETHLEHEM CENTER RETREAT,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0132001,BETHUNE TOWN OF,Reports,KIT CARSON,A,Community,Groundwater,No,195,93,No Recent Activity
CO0151100,BEULAH WATER WORKS DISTRICT,Reports,PUEBLO,A,Community,Surface Water,No,445,166,Open Order
CO0118001,BEVERLY HILLS MUTUAL WC,Reports,DOUGLAS,A,Community,Groundwater,No,325,119,No Recent Activity
CO0249210,BEYUL RETREAT INC,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,112,13,No Recent Activity
CO0221025,BFI OF COLORADO INC,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
